"","iso2c","country","FB.BNK.CAPA.ZS","year","iso3c","region","capital","longitude","latitude","income","lending","EuropeanRegions"
"190","GB","United Kingdom",5.1,2011,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"191","GB","United Kingdom",NA,2013,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"192","GB","United Kingdom",5.4,2010,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"193","GB","United Kingdom",4.4,2008,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"194","GB","United Kingdom",5.5,2007,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"195","GB","United Kingdom",5,2012,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"196","GB","United Kingdom",5.4,2009,"GBR","Europe & Central Asia (all income levels)","London","-0.126236","51.5002","High income: OECD","Not classified","Western Europe"
"197","GE","Georgia",18.3,2009,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"198","GE","Georgia",17.1,2008,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"199","GE","Georgia",20.4,2007,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"200","GE","Georgia",16.6,2011,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"201","GE","Georgia",16.9,2010,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"202","GE","Georgia",16.7,2012,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"203","GE","Georgia",17.5,2013,"GEO","Europe & Central Asia (all income levels)","Tbilisi","44.793","41.71","Lower middle income","Blend","Caucasus"
"204","GL","Greenland",NA,2011,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"205","GL","Greenland",NA,2008,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"206","GL","Greenland",NA,2013,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"207","GL","Greenland",NA,2012,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"208","GL","Greenland",NA,2007,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"209","GL","Greenland",NA,2009,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"210","GL","Greenland",NA,2010,"GRL","Europe & Central Asia (all income levels)","Nuuk","-51.7214","64.1836","High income: nonOECD","Not classified","Nordic"
"211","GR","Greece",7.3,2010,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"212","GR","Greece",7.7,2009,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"213","GR","Greece",6.8,2007,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"214","GR","Greece",NA,2012,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"215","GR","Greece",6.4,2008,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"216","GR","Greece",NA,2011,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"217","GR","Greece",8.3,2013,"GRC","Europe & Central Asia (all income levels)","Athens","23.7166","37.9792","High income: OECD","Not classified","Southeastern and Balkan"
"218","GU","Guam",NA,2011,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"219","GU","Guam",NA,2010,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"220","GU","Guam",NA,2009,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"221","GU","Guam",NA,2008,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"222","GU","Guam",NA,2007,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"223","GU","Guam",NA,2013,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"224","GU","Guam",NA,2012,"GUM","East Asia & Pacific (all income levels)","Agana","144.794","13.4443","High income: nonOECD","Not classified",NA
"225","HK","Hong Kong SAR, China",8.7,2013,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"226","HK","Hong Kong SAR, China",8.8,2012,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"227","HK","Hong Kong SAR, China",8.2,2011,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"228","HK","Hong Kong SAR, China",12.3,2010,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"229","HK","Hong Kong SAR, China",11.2,2008,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"230","HK","Hong Kong SAR, China",10.4,2007,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"231","HK","Hong Kong SAR, China",12.9,2009,"HKG","East Asia & Pacific (all income levels)","","114.109","22.3964","High income: nonOECD","Not classified",NA
"232","HR","Croatia",14.2,2012,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"233","HR","Croatia",13.3,2008,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"234","HR","Croatia",13.9,2013,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"235","HR","Croatia",13.8,2009,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"236","HR","Croatia",13.8,2010,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"237","HR","Croatia",13.6,2011,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"238","HR","Croatia",12.3,2007,"HRV","Europe & Central Asia (all income levels)","Zagreb","15.9614","45.8069","High income: nonOECD","IBRD","Southeastern and Balkan"
"239","HU","Hungary",9.1,2011,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"240","HU","Hungary",8.2,2010,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"241","HU","Hungary",9.1,2012,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"242","HU","Hungary",7.6,2009,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"243","HU","Hungary",NA,2007,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"244","HU","Hungary",7.1,2008,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"245","HU","Hungary",NA,2013,"HUN","Europe & Central Asia (all income levels)","Budapest","19.0408","47.4984","High income: OECD","Not classified","Eastern Europe"
"246","ID","Indonesia",12.5,2013,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"247","ID","Indonesia",12.2,2012,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"248","ID","Indonesia",11,2011,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"249","ID","Indonesia",10.7,2010,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"250","ID","Indonesia",10.1,2009,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"251","ID","Indonesia",9.1,2008,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"252","ID","Indonesia",9.2,2007,"IDN","East Asia & Pacific (all income levels)","Jakarta","106.83","-6.19752","Lower middle income","IBRD",NA
"253","IE","Ireland",5.435,2009,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"254","IE","Ireland",4.395,2007,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"255","IE","Ireland",3.746,2008,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"256","IE","Ireland",7.422,2012,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"257","IE","Ireland",5.497,2010,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"258","IE","Ireland",8.073,2013,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"259","IE","Ireland",6.439,2011,"IRL","Europe & Central Asia (all income levels)","Dublin","-6.26749","53.3441","High income: OECD","Not classified","Western Europe"
"260","IM","Isle of Man",NA,2013,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"261","IM","Isle of Man",NA,2012,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"262","IM","Isle of Man",NA,2011,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"263","IM","Isle of Man",NA,2010,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"264","IM","Isle of Man",NA,2009,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"265","IM","Isle of Man",NA,2008,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"266","IM","Isle of Man",NA,2007,"IMN","Europe & Central Asia (all income levels)","Douglas","-4.47928","54.1509","High income: nonOECD","Not classified",NA
"267","IS","Iceland",19.4,2011,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"268","IS","Iceland",19,2010,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"269","IS","Iceland",10.9,2007,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"270","IS","Iceland",12.4,2008,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"271","IS","Iceland",14.9,2009,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"272","IS","Iceland",22.6,2012,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"273","IS","Iceland",23.3,2013,"ISL","Europe & Central Asia (all income levels)","Reykjavik","-21.8952","64.1353","High income: OECD","Not classified","Nordic"
"274","IT","Italy",5,2010,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"275","IT","Italy",5.5,2013,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"276","IT","Italy",4.6,2007,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"277","IT","Italy",4.1,2008,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"278","IT","Italy",4.8,2009,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"279","IT","Italy",5.4,2011,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"280","IT","Italy",5.4,2012,"ITA","Europe & Central Asia (all income levels)","Rome","12.4823","41.8955","High income: OECD","Not classified","Southwestern Europe"
"281","JG","Channel Islands",NA,2013,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"282","JG","Channel Islands",NA,2012,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"283","JG","Channel Islands",NA,2009,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"284","JG","Channel Islands",NA,2008,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"285","JG","Channel Islands",NA,2007,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"286","JG","Channel Islands",NA,2011,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"287","JG","Channel Islands",NA,2010,"CHI","Europe & Central Asia (all income levels)","","","","High income: nonOECD","Not classified",NA
"288","JP","Japan",5.3,2007,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"289","JP","Japan",5.5,2013,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"290","JP","Japan",NA,2012,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"291","JP","Japan",4.8,2011,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"292","JP","Japan",4.7,2010,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"293","JP","Japan",3.6,2009,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"294","JP","Japan",4.5,2008,"JPN","East Asia & Pacific (all income levels)","Tokyo","139.77","35.67","High income: OECD","Not classified",NA
"295","KG","Kyrgyz Republic",20.1,2011,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"296","KG","Kyrgyz Republic",20,2010,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"297","KG","Kyrgyz Republic",22,2009,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"298","KG","Kyrgyz Republic",23.3,2008,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"299","KG","Kyrgyz Republic",21.3,2007,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"300","KG","Kyrgyz Republic",16.9,2013,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"301","KG","Kyrgyz Republic",18.3,2012,"KGZ","Europe & Central Asia (all income levels)","Bishkek","74.6057","42.8851","Low income","IDA",NA
"302","KH","Cambodia",NA,2013,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"303","KH","Cambodia",NA,2012,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"304","KH","Cambodia",NA,2011,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"305","KH","Cambodia",NA,2010,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"306","KH","Cambodia",NA,2009,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"307","KH","Cambodia",NA,2008,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"308","KH","Cambodia",NA,2007,"KHM","East Asia & Pacific (all income levels)","Phnom Penh","104.874","11.5556","Low income","IDA",NA
"309","KI","Kiribati",NA,2013,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"310","KI","Kiribati",NA,2012,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"311","KI","Kiribati",NA,2011,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"312","KI","Kiribati",NA,2010,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"313","KI","Kiribati",NA,2009,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"314","KI","Kiribati",NA,2008,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"315","KI","Kiribati",NA,2007,"KIR","East Asia & Pacific (all income levels)","Tarawa","172.979","1.32905","Lower middle income","IDA",NA
"316","KP","Korea, Dem. Rep.",NA,2012,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"317","KP","Korea, Dem. Rep.",NA,2013,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"318","KP","Korea, Dem. Rep.",NA,2011,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"319","KP","Korea, Dem. Rep.",NA,2010,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"320","KP","Korea, Dem. Rep.",NA,2009,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"321","KP","Korea, Dem. Rep.",NA,2008,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"322","KP","Korea, Dem. Rep.",NA,2007,"PRK","East Asia & Pacific (all income levels)","Pyongyang","125.754","39.0319","Low income","Not classified",NA
"323","KR","Korea, Rep.",7.3,2009,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"324","KR","Korea, Rep.",6.3,2008,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"325","KR","Korea, Rep.",NA,2007,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"326","KR","Korea, Rep.",8.1,2013,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"327","KR","Korea, Rep.",8.2,2012,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"328","KR","Korea, Rep.",8.1,2011,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"329","KR","Korea, Rep.",7.6,2010,"KOR","East Asia & Pacific (all income levels)","Seoul","126.957","37.5323","High income: OECD","IBRD",NA
"330","KV","Kosovo",9.1,2013,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"331","KV","Kosovo",9.6,2012,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"332","KV","Kosovo",9.5,2011,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"333","KV","Kosovo",9.4,2010,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"334","KV","Kosovo",NA,2008,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"335","KV","Kosovo",NA,2007,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"336","KV","Kosovo",NA,2009,"KSV","Europe & Central Asia (all income levels)","Pristina","20.926","42.565","Lower middle income","IDA",NA
"337","KZ","Kazakhstan",13.2,2013,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"338","KZ","Kazakhstan",14.5,2012,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"339","KZ","Kazakhstan",5.2,2009,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"340","KZ","Kazakhstan",12.2,2008,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"341","KZ","Kazakhstan",NA,2007,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"342","KZ","Kazakhstan",13.8,2011,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"343","KZ","Kazakhstan",11.3,2010,"KAZ","Europe & Central Asia (all income levels)","Astana","71.4382","51.1879","Upper middle income","IBRD",NA
"344","LA","Lao PDR",NA,2013,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"345","LA","Lao PDR",NA,2012,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"346","LA","Lao PDR",NA,2011,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"347","LA","Lao PDR",NA,2010,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"348","LA","Lao PDR",NA,2007,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"349","LA","Lao PDR",NA,2009,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"350","LA","Lao PDR",NA,2008,"LAO","East Asia & Pacific (all income levels)","Vientiane","102.177","18.5826","Lower middle income","IDA",NA
"351","LI","Liechtenstein",NA,2011,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"352","LI","Liechtenstein",NA,2007,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"353","LI","Liechtenstein",NA,2010,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"354","LI","Liechtenstein",NA,2013,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"355","LI","Liechtenstein",NA,2009,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"356","LI","Liechtenstein",NA,2008,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"357","LI","Liechtenstein",NA,2012,"LIE","Europe & Central Asia (all income levels)","Vaduz","9.52148","47.1411","High income: nonOECD","Not classified","Western Europe"
"358","LT","Lithuania",10.8,2011,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"359","LT","Lithuania",12.3,2012,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"360","LT","Lithuania",7.9,2007,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"361","LT","Lithuania",12.5,2013,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"362","LT","Lithuania",8.5,2010,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"363","LT","Lithuania",8.2,2008,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"364","LT","Lithuania",7.3,2009,"LTU","Europe & Central Asia (all income levels)","Vilnius","25.2799","54.6896","Upper middle income","Not classified","Baltic"
"365","LU","Luxembourg",6.4,2013,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"366","LU","Luxembourg",6.3,2012,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"367","LU","Luxembourg",5,2011,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"368","LU","Luxembourg",5.2,2010,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"369","LU","Luxembourg",5.5,2009,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"370","LU","Luxembourg",4.8,2008,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"371","LU","Luxembourg",5,2007,"LUX","Europe & Central Asia (all income levels)","Luxembourg","6.1296","49.61","High income: OECD","Not classified",NA
"372","LV","Latvia",11.4,2013,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"373","LV","Latvia",7.7,2009,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"374","LV","Latvia",9.3,2010,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"375","LV","Latvia",9.4,2011,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"376","LV","Latvia",7.7,2008,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"377","LV","Latvia",7.9,2007,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"378","LV","Latvia",11.2,2012,"LVA","Europe & Central Asia (all income levels)","Riga","24.1048","56.9465","Upper middle income","Not classified","Baltic"
"379","MC","Monaco",NA,2012,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"380","MC","Monaco",NA,2010,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"381","MC","Monaco",NA,2013,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
"382","MC","Monaco",NA,2007,"MCO","Europe & Central Asia (all income levels)","Monaco","7.41891","43.7325","High income: nonOECD","Not classified","Western Europe"
